Date,Category,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Estimate,Value,added_datetime
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Number,-,Actual,-,-,N,25.911923980790846,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Actual,-,-,N,2.4683339670965445,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Percentage,-,-,N,10.528822444236125,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Actual,-,-,N,-4425.088076019209,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Percentage,-,-,N,-99.41784039584833,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,-,Actual,-,-,N,24.84013266303217,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Actual,-,-,N,1.0717913177586773,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Percentage,-,-,N,4.314756818323073,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Actual,-,-,Y,0.20011772935425107,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Percentage,-,-,Y,0.8056226271773189,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Actual,-,-,N,3.0313864679308535,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Percentage,-,-,N,12.203584051071733,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Actual,-,-,N,0.8883168042091647,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Percentage,-,-,N,3.5499150779528503,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Actual,change from prior month,Actual,Y,-0.1639327729645501,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Percentage,change from prior month,Actual,Y,-0.9095402233357337,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Actual,change from prior month,Actual,Y,0.2670389441991574,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Percentage,change from prior month,Actual,Y,0.0059995269422472575,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,-,Actual,change from prior month,Actual,Y,0.3127581545980007,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Actual,change from prior month,Actual,Y,-0.045719210398218024,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Percentage,change from prior month,Actual,Y,-0.24141990484238374,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Actual,change from prior month,Actual,Y,-0.01923783231750681,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Percentage,change from prior month,Actual,Y,-0.08870693751509695,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Actual,change from prior month,Actual,Y,-0.02813746003136197,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Percentage,change from prior month,Actual,Y,-0.2703312752920599,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Actual,change from prior month,Actual,Y,0.2670389441997827,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Percentage,change from prior month,Actual,Y,1.0671480826700743,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Number,-,Actual,change from prior month,Percentage,Y,1.0412951503536152,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Actual,change from prior month,Percentage,Y,-6.227817662610638,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Percentage,change from prior month,Percentage,Y,-7.951664497527348,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Actual,change from prior month,Percentage,Y,-0.006034294135994224,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Percentage,change from prior month,Percentage,Y,-0.00603429413600028,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,-,Actual,change from prior month,Percentage,Y,1.2751391490779145,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Actual,change from prior month,Percentage,Y,-4.091165966339708,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Percentage,change from prior month,Percentage,Y,-5.2987388222872625,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Actual,change from prior month,Percentage,Y,-8.770159357205708,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Percentage,change from prior month,Percentage,Y,-9.918819752493105,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Actual,change from prior month,Percentage,Y,-0.9196679187308342,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Percentage,change from prior month,Percentage,Y,-2.1671726015384363,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Actual,change from prior month,Percentage,Y,42.98220834647964,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Percentage,change from prior month,Percentage,Y,42.9822083464796,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Actual,change from prior year,Actual,N,-0.5464345093652092,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Percentage,change from prior year,Actual,N,-4.148297175696486,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Actual,change from prior year,Actual,N,-689.643444794162,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-0.04447962902078473,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,-,Actual,change from prior year,Actual,N,3.1210513761884044,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Actual,change from prior year,Actual,N,-0.7644961703502773,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,-4.1399630837626455,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Actual,change from prior year,Actual,Y,-0.05111297701756176,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Percentage,change from prior year,Actual,Y,-0.35110542707972126,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Actual,change from prior year,Actual,N,2.265757735972003,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Percentage,change from prior year,Actual,N,8.678440782591833,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Actual,change from prior year,Actual,N,-0.9523167845872855,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Percentage,change from prior year,Actual,N,-4.926511519088518,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Number,-,Actual,change from prior year,Percentage,N,10.004323126301202,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Actual,change from prior year,Percentage,N,-18.125256172458236,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Percentage,change from prior year,Percentage,N,-28.263700801775798,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Actual,change from prior year,Percentage,N,18.462151440536594,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,0.044760113452490535,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,-,Actual,change from prior year,Percentage,N,14.370089300595634,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,-41.63270595159207,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-48.96629494185072,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Actual,change from prior year,Percentage,Y,-20.345035746512732,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior month change,Percentage,change from prior year,Percentage,Y,-30.35332512145513,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Actual,change from prior year,Percentage,N,295.9342617896658,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,prior year change,Percentage,change from prior year,Percentage,N,246.18689572676917,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Actual,change from prior year,Percentage,N,-51.73853125270763,2024-02-07 09:10:59.380658
2023-12-31,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-58.120146062588205,2024-02-07 09:10:59.380658
2023-12-31,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Number,-,Actual,-,-,N,1.7821600081741085,2024-02-07 09:10:59.380658
2023-12-31,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Actual,-,-,N,0.0030596184132321014,2024-02-07 09:10:59.380658
2023-12-31,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Percentage,-,-,N,0.17197559119434153,2024-02-07 09:10:59.380658
